id,createdTime,Subcategory Name,Created Date,Status,Taxonomy Version,Parent Category,Last Updated,Solutions
recGYbMY6ToCNmsUA,2025-01-28T07:45:31.000Z,Crowd-Sourced Hazard Reporting Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Crowdsourced Response and Recovery"",""Crowdsourced Data for City Systems Improvement"",""Snap Send Solve app for issue reporting"",""Crowdsourced Data for City Resilience"",""Crowdsourced Emergency Response Database"",""EPA Air Quality Crowdsourcing"",""Crowdsourced Data for City Systems"",""Social Media and Sensor Data Integration for Flood Monitoring"",""Automated Interaction with Twitter Users for Flood Reporting""]"
recGlUF75ofuem5HA,2025-01-28T07:45:42.000Z,Water Conservation Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Water Quality Apps""]"
recGpzdmqDuDJVSUN,2025-01-28T07:45:34.000Z,Wind-Resistant Building Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:34.000Z,
recGqRL3n4WP15LON,2025-01-28T07:45:54.000Z,Insurance Technology Solutions,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-01-28T07:45:54.000Z,
recH8j6rL3KgSacGV,2025-01-28T07:45:35.000Z,Community Notification Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-02-09T21:43:29.000Z,"[""Notify Chicago Public Message System"",""Community alert service"",""Cyber-related notifications and information sharing"",""Disaster Preparedness Apps and Websites"",""Waze for Emergency Traffic Management"",""Public Mapping Tools for Traffic Management"",""Online Communication System for Disaster Information"",""Inclusive Disaster Communication System"",""Inclusive Communication System with Diverse Channels"",""Mobile Apps for Flood/Disaster Preparedness"",""Crowdsourced Disaster Response Apps"",""Mobile Phone Application for Disaster Communication"",""Mobile Phone Application for Disaster Risk Communication"",""Selwyn Gets Ready Website"",""Citizen Emergency Preparedness Platform"",""Citizen Emergency Preparedness Platform""]"
recHCkYpE2DkrvIsR,2025-01-28T07:45:43.000Z,Water Reuse Solutions,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-01-28T07:45:43.000Z,
recHXYokf5bUwDB2s,2025-01-28T07:45:50.000Z,Food Storage Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:50.000Z,
recHY7s0g0T5ebwB5,2025-01-28T07:45:28.000Z,Weather Monitoring Stations,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Improved Weather Forecasting System"",""Urban Area Radar System"",""Automated Weather Stations for Rainfall Monitoring""]"
recHeZGpmci0idkGm,2025-01-28T07:45:32.000Z,Water Storage Facilities,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:32.000Z,
recIDzn0k9xfuEbyf,2025-01-28T07:45:32.000Z,Flood-Proof Construction Techniques,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:32.000Z,
recIdHXdodV9oKdur,2025-01-28T07:45:47.000Z,Mobile Health Units,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Mobile Health Clinics""]"
recIn08QjtUy8BOFE,2025-01-28T07:45:30.000Z,Earthquake Early Warning Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Earthquake Early Warning System"",""Earthquake Early Warning System"",""ShakeAlert Portal"",""Earthquake Early Warning System"",""Earthquake Early Warning System"",""Earthquake Early Warning System"",""ShakeAlert Earthquake Early Warning System"",""Seismic Concern Web-based Mapping Tool"",""ShakeAlert Earthquake Early Warning System"",""Earthquake Early Warning Technology"",""ShakeAlert Earthquake Early Warning System"",""Earthquake Early Warning System"",""Earthquake Early Warning Integration"",""OpenQuake Engine for Earthquake Hazard and Risk Modelling"",""Earthquake Early Warning System"",""Earthquake Early Warning System"",""ShakeAlert Earthquake Early Warning System"",""Earthquake Early Warning System"",""Earthquake Early Warning System"",""Earthquake Early Warning System"",""Community Seismic Network"",""Earthquake Early Warning Technology"",""ShakeAlert Earthquake Early Warning System""]"
recJdVAc7xQeknnYW,2025-01-28T07:45:50.000Z,Local Food System Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-02-09T21:43:29.000Z,"[""Food Distribution Technology Platform"",""Meal Connect Platform"",""Food Rescue App"",""412 Food Rescue App""]"
recJsZSRJ8IbzDjnt,2025-01-28T07:45:55.000Z,Vulnerability Analysis Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Desktop GIS Overlay and Area Prioritization"",""Heat Vulnerability Index"",""Heat Vulnerability Index Development"",""Geographic Information Systems (GIS) Training"",""Public Property Vulnerability Assessment Tool"",""Embodied Carbon Calculators"",""Walkshed Tool"",""Embodied Carbon Calculators"",""Data Analytics and GIS Mapping for Resilience"",""GHG Emissions Inventory Enhancement"",""Environmental Justice Mapping Tools"",""City Resilience Index (CRI)"",""Integrated Vulnerability and Risk Assessment Framework"",""Virtual EnerGuide Energy Audits"",""Automated Virtual Energy Audits"",""Climate Change Risk Assessment Tool"",""Toronto Climate Change Risk Assessment Tool"",""Visual Climate Adaptation Platform (VCAP)"",""GIS Technology for Environmental Mapping"",""Climate Vulnerability Assessment using Linear Regression"",""GIS Based Analysis for Vulnerability"",""GIS Assisted Vulnerability Assessment"",""City Scan Geospatial Analysis"",""GHG Measurement, Reporting, and Verification (MRV) System"",""Risk Information System"",""Climate Resilience Evaluation and Awareness Tool (CREAT)""]"
recK2moMsZTXfYuIH,2025-01-28T07:46:00.000Z,Asset Protection Planning,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:00.000Z,
recKYzBe89ixYJmjR,2025-01-28T07:45:48.000Z,Emergency Medical Dispatch,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Smart Video First-Aid Instruction""]"
recKczRnmiF3VgIYY,2025-01-28T07:45:44.000Z,Saltwater Intrusion Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-01-28T07:45:44.000Z,
recKvW3aywaNBbDG9,2025-01-28T07:45:55.000Z,Community Education Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Digital Technology for Cultural Experiences"",""Online Resilience Training Platform"",""Digital Job Training"",""Learning Management System"",""Recycle+ Digital Outreach"",""Recycle+ Digital Outreach"",""ReCollect Waste Wizard"",""Data Visualization Systems for Community Education"",""Online Resilience Guidebook"",""Resilient Pittsburgh website"",""Pune Skills World Platform"",""Digital Offerings for Transparency and Citizen Interaction"",""Digital environmental campaigns for awareness"",""Internet-based platforms and data visualization for environmental awareness"",""Web-based Educational Tools for Brownfield Cleanup""]"
recLwgpbTck6uA01Q,2025-01-28T07:45:58.000Z,Stakeholder Engagement Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:58.000Z,
recM1IiGYzTIadogq,2025-01-28T07:45:43.000Z,Groundwater Management Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Groundwater Mapping and Visualization Platform"",""Digital Mapping of Groundwater Sources"",""Groundwater Mapping and Visualization Platform"",""Urban Groundwater Monitoring""]"
recMaDWc8Tltlq7T2,2025-01-28T07:46:01.000Z,Value Chain Resilience,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:01.000Z,
recMeKoCMNltyqcRv,2025-01-28T07:45:57.000Z,Adaptation Tracking Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Geospatial Tool for Climate Risk and Adaptation Tracking"",""Digital Climate Action Plan (CAP) Tracking"",""Web-based Portal for Climate Action Plan"",""Point Trotter Autonomous Systems Drone Flight Area"",""STAR Community Rating System"",""Home and energy performance data messaging"",""Digital Platform for Sustainability Monitoring"",""Integrated Digital Platform for BCAP"",""MER Platform for Climate Action Monitoring"",""Carbon Disclosure Project Cities platform"",""Pune Sustainability Monitor""]"
recMxASM61CAWebMx,2025-01-28T07:45:29.000Z,Predictive Modeling Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Big Data Analysis for Infrastructure Management"",""Hydrodynamic Model using Delft3D"",""State-of-the-art hazard modelling tools"",""Predictive Technology for Flood Risk"",""USGS CoSMoS Sea-Level Rise Flood Extent Projections"",""Seismic Concern Predictive Analytics Platform"",""Flood Risk Modelling and Mapping"",""RiskScape Modelling for Lifeline Outage"",""Disaster Forecasting Knowledge and Technology"",""Rainwater Estimation System"",""Rainfall Prediction Technology"",""Rainwater Estimation System"",""Rainfall Prediction Technology"",""Detailed Flood Modeling"",""Comprehensive Air Quality Monitoring and Spatial Modeling"",""Seismic Concern Predictive Analytics Platform""]"
recNCJPQTWGlhyeSd,2025-01-28T07:45:53.000Z,Economic Impact Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-01-28T07:45:53.000Z,
recNN9gH4iajXwIOW,2025-01-28T07:45:48.000Z,Health Facility Resilience,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-01-28T07:45:48.000Z,
recNOHBBQVSRx1xpi,2025-01-28T07:45:28.000Z,Heat Wave Early Warning,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Heat Tracking Tools""]"
recNwvlDQ6GWxTVVa,2025-01-28T07:45:47.000Z,Emergency Medical Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Nurse Practitioner Response Unit""]"
recODqaRUgJkgHfNq,2025-01-28T07:46:01.000Z,Economic Recovery Planning,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:01.000Z,
recOo9ofetPWICGxB,2025-01-28T07:45:39.000Z,Erosion Tracking Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-01-28T07:45:39.000Z,
recOz1kN8p85lXBrU,2025-01-28T07:45:55.000Z,Neighborhood Support Networks,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-01-28T07:45:55.000Z,
recPBMxFQu0UI7uVd,2025-01-28T07:45:53.000Z,Emergency Shelter Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-01-28T07:45:53.000Z,
recPIhqiBtTKuqDFM,2025-01-28T07:45:32.000Z,Storm-Resistant Design Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:32.000Z,
recPLP7zvcNKK4QLk,2025-01-28T07:45:38.000Z,Emergency Service Routing,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-02-09T21:43:29.000Z,"[""Smart911"",""Real-time Traffic Signal Management"",""Traffic Detection Equipment"",""PulsePoint Technology for First Responders"",""Traffic Detection Equipment on Evacuation Routes""]"
recPgqH9p6xMkrmct,2025-01-28T07:45:34.000Z,Permeable Pavement Solutions,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:34.000Z,
recPlU0Cl9iEsruLU,2025-01-28T07:45:36.000Z,Evacuation Planning Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-01-28T07:45:36.000Z,
recPowvweSiYvhdrY,2025-01-28T07:45:52.000Z,Community Resource Mapping,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Community Data Literacy Program"",""Community Data Platform"",""Integrated Transportation App for Mobility"",""SmartATL Technology Integration"",""Smart Infrastructure for City Services"",""Integrated Transportation App"",""Microtransit and Transportation Demand Management"",""Open311 System"",""Greenlink Equity Map (GEM)"",""Smart and Digital City Strategy Integration"",""SBS Wayfinding signs with real-time bus arrival information"",""Interactive Web-Based Platform for Community Mapping"",""EPIC Community Web Application"",""Water Fountain Locator App"",""EPIC Community Web Application"",""Financial Assistance Search Tool (FAST)"",""EPIC Community Web Application"",""Interactive Platform for Community Mapping"",""Story Maps for Resilience Communication"",""Trolley System User Interface Update"",""Resilient Libraries and Community Centres with Redundant Digital Networks"",""CityScore Metrics Aggregator"",""Interactive Resilience Platform"",""Online TAPA Platform"",""Online Mapping for Food Access"",""Walkshed Mapping Tool"",""Walkshed Mapping Tool"",""GIS Tools for Cool Corridor Program"",""Online Mapping for Food Asset Accessibility"",""Walkshed Mapping Tool"",""Walkshed Mapping Tool"",""Online Engagement Platform for Flood Mapping"",""Integrated Transit Fare Card with Fare Capping"",""Universal Trip Planning and Fare App"",""Wayfaring App for Route Choice"",""Personalized Energy Consumption Reports"",""Web-based Climate Action Portal"",""Stakeholder Database for Climate Action"",""Real-time Dispatch and Routing for Shared Taxi Use"",""Real-time Ridematching for Ridesharing"",""Digital Self-Service Web Portal for Energy Usage"",""Mobile Payment System for Transit"",""Advanced Fare Collection System"",""Online Household Energy Dashboard"",""Digital Self-Service Web Portal for Energy Usage"",""Open Data Policies for Vulnerable Populations"",""Smart Cities Investments for Resilience"",""Smart Cities Investments for Resilience"",""Smart City Investments for Resilience"",""UR Boulder Tech Challenge"",""Community-driven Mobile Science Applications"",""Be Heard Boulder Online Community Forum"",""Smart City Data Innovation"",""Food Connect App for Waste Diversion"",""Online Resilience Hub"",""Virtual Meeting Network"",""App and Website Development"",""STL Vacancy Data Portal"",""Healthy Eating App and Online Local Food Directory"",""Smart Neighborhoods with High-Speed Broadband"",""Dockless Bikeshare and Electric Scooter Program"",""Smart City Initiative"",""Real-time Data on Homelessness"",""Smart City Strategy"",""Smart City Strategy"",""Community Resource Center with Technology"",""CommuteATL Web-based Resource"",""CommuteATL.com Migration"",""Atlanta Bike Share Expansion"",""City-run Online Platform for Homeowners"",""City-run online platform for homeowner assessments"",""RFID-enabled Waste Management"",""Smart Garbage Bin Sensors"",""My Burgh app"",""Shared/Integrated Data Systems"",""United Community Digital Platform"",""United Community Digital Platform"",""Unite Us Platform"",""United Community platform"",""Online Community Power Hub"",""Online Community Power Hub"",""Digital Governance Platform for Climate Action"",""Hakdarshak platform for welfare scheme access"",""Aadhaar-based biometric authentication for Direct Benefits Transfer"",""Public Bicycle Sharing System"",""E-governance and ICT tools for public outreach and complaints management"",""ICT for Public Engagement and Accountability"",""Resilience Co-benefits Virtual Collaboration Space"",""Online Information Hub for Wellington"",""Robust Information Management Systems"",""Community-based digital tools for resilience"",""Digital Transformation for Low-Carbon Mobility"",""Smart City Plan for Toyama"",""Wearable Terminals for Data Sharing"",""Integrated Lifeline Platform"",""IoT-based Regional Cooperation Project for Child Safety"",""Tohokatsu Mobile App"",""Toyama City Smart City Promotion Project"",""Seoul Bike Sharing Mobile App"",""Owl Bus Big Data Analysis"",""Smart Technology for Urban Challenges"",""Big-data driven smart safe city"",""Real-time Public Transit Data"",""Online Dashboard for Sanitation Monitoring"",""Open Data Strategy for Real-Time Communication"",""Data-driven multimodal integration"",""Mobile application for passenger information"",""Multi modal integration for improved last mile access"",""Data Visualization for Socio-Economic Sensitivity Mapping"",""Resilient Sydney Platform"",""Digital Platform for Waste Management"",""Snap Send Solve App"",""Smart City Initiative"",""United Community Shared Data Platform"",""Smart City Technologies for Municipal Services"",""Unite Us Platform for Social Determinants of Health"",""United Community Digital Platform"",""United Community Shared Data Platform"",""ZeroHero Mobile Application"",""Dockless Bikeshare and Electric Scooter Program"",""Smart Governance for City Management"",""Real-time Data on Homelessness"",""Integrated Ticketing System for Public Transport"",""Electronic Platform of Integrated Mobility Services"",""Integrated Multi-Modal Transport Management Application"",""Integrated Multimodal Travel System"",""Traffic Flow Data Collection and Analysis Platform"",""City User of Warsaw's Platform for Urban Services"",""Non-motorized Transport Application"",""Smart Mobility Data Sharing and Monitoring"",""Integrated Ticketing and Dynamic Journey Planner"",""Mobility as a Service (MaaS) for Multimodal Transport"",""Electronic Platform for Integrated Mobility Services (PZUM)"",""Electric Car Sharing Platform"",""Integrated Ticketing System"",""PMC CARE Digital Platform"",""Hakdarshak Tech Platform"",""DBT Services Portal"",""Public Bicycle Share with QR Codes and E-Payments"",""IT Enabled Waste Monitoring and Tracking"",""Open Data Platform for Civic Engagement"",""Equity Metrics Data Initiative (EMDI)"",""Online Resilience Resource Hub"",""Coordinated Entry System (CES) Expansion"",""Web-based Application for City Cleanup Programs"",""Online Community Planning Portal"",""EPIC Online Interface"",""EPIC Community Web Application"",""Financial Assistance Search Tool (FAST)"",""Interactive Web-Based Platform for Community Mapping"",""Water Fountain Locator App"",""EPIC Community Web Application"",""E-services Utilization"",""Interactive Community Mapping Platform""]"
recQUj2aLvYphoRJm,2025-01-28T07:45:47.000Z,Air Quality Health Alerts,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Mobile Application for Air Quality and Navigation"",""Vehicular Greenhouse Gas (GHG) Tracking Systems"",""Pittsburgh Pollution Data Collection"",""Speck IAQ Monitor Deployment"",""Air Quality Data Visualization and Communication System"",""Continuous Ambient Air Quality Monitoring Systems (CAAQMS)"",""Wind Augmentation and Purifying Units (WAPU)"",""Air Quality Index Communication System"",""Air Quality Communications System""]"
recQz0FAhvQh0GSIg,2025-01-28T07:45:30.000Z,Storm Surge Detection Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Storm Detection Radars""]"
recRdt6SKXz421d0L,2025-01-28T07:45:49.000Z,Crop Resilience Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:49.000Z,
recRpYxzzn3QlYb9R,2025-01-28T07:45:39.000Z,Wetland Management Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-01-29T15:29:00.000Z,
recRwhbD6PYXLXr8Y,2025-01-28T07:45:45.000Z,Precipitation Forecasting,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Forecasting Models Integration"",""Forecasting Models Integration""]"
recS33WJiLeudOY9T,2025-01-28T07:45:52.000Z,Vulnerable Population Support Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Predictive and Adaptive Social Service Network"",""Equity Metrics Data Initiative (EMDI)""]"
recSA0wiGBiOEceub,2025-01-28T07:45:56.000Z,Adaptation Planning Software,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Smart City Resilience Development"",""Digital Technology Growth for Climate Resilience"",""Environmental Project Information Center (EPIC) Environment"",""Digital Tool for Risk Understanding"",""Resilient Neighbourhood Design Tool"",""Photovoltaic Solar Design Software"",""Smart Sustainable Communities"",""Automated Permit Processing System"",""Climate Adaptation Planning Tool"",""Climate-Smart Cities tool"",""Virtual EnerGuide Energy Audits"",""Edmonton’s Climate Resilient Homes platform"",""Automated Virtual Energy Audits"",""Online Assessments for Home Performance"",""Central Online Resource for Building Retrofits"",""Urban Adaptation Support Tool"",""Visualize Climate Adaptation Platform"",""Visual Climate Adaptation Platform (VCAP)"",""Interactive City Model for Sustainable Urban Planning"",""Bengaluru Climate Action and Resilience Plan (BCAP)"",""Interactive Urban Heat Mitigation Index"",""Digital Technologies for Climate-Neutral and Smart Cities"",""Integration with Smart Systems for Climate Action"",""GeoHub and Open Data Portal Integration"",""SPEED Online Environmental Research Engine Expansion""]"
recSBQKKTEnFIXFri,2025-01-28T07:45:56.000Z,Infrastructure Planning Software,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Infrastructure Coordination with DotMaps"",""Online Platform for TAPA Process"",""311 Data Transparency and Collection"",""Electronic Plan Review (ePlans) System"",""Temporal Service Outage Maps"",""Electronic Application System for Road Occupation"",""Integrated Online Capital Project Map"",""Integrated Strategic Plan with Digital GIS Base Map"",""GIS Database for Urban Infrastructure"",""GIS Database for Urban Infrastructure"",""GIS System Expansion""]"
recSTCTDKDzkbPQMB,2025-01-28T07:45:31.000Z,Stormwater Management Solutions,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-02-09T21:43:29.000Z,"[""Storm Drainage Master Plan with Asset Management and Modeling"",""Smart Stormwater Management""]"
recShb5XfHPkTFypC,2025-01-28T07:45:43.000Z,Treatment System Resilience,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Carbon Capture, Utilisation and Storage (CCUS) Technologies""]"
recSjVpBwPbJSTdRY,2025-01-28T07:45:40.000Z,Coastal Ecosystem Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""LiDAR-based Land Cover Mapping""]"
recTFLyLanVIKIb6n,2025-01-28T07:46:01.000Z,Livelihood Protection Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:01.000Z,
recU6ffbToYx4F1US,2025-01-28T07:45:57.000Z,Resilience Investment Planning,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:57.000Z,
recUDoLvQ9jHOJg0x,2025-01-28T07:45:30.000Z,Avalanche Detection Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-01-28T07:45:30.000Z,
recUJ6jApb5YtOHWo,2025-01-28T07:45:57.000Z,Effectiveness Assessment,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:57.000Z,
recUR7jWcCKUzEvVH,2025-01-28T07:45:59.000Z,Supply Chain Resilience Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-02-09T21:43:29.000Z,"[""Advanced Technology, Low Emissions Vehicles Deployment"",""Mobile Applications for Freight Movement"",""PickupPHL GPS Tracking and Route Optimization"",""Telematics for Idle Reduction"",""Congestion Mitigation with Road-Charging System"",""Smart Urban Logistics Data Analysis"",""L.A. CyberLab Cybersecurity Platform"",""Smart Fleet Rating System"",""Mobile Freight Matching Applications""]"
recUTeV4QXa9pIUNC,2025-01-28T07:45:44.000Z,Watershed Protection Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-01-28T07:45:44.000Z,
recUVcQw48oLFLqvl,2025-01-28T07:46:02.000Z,Trade Flow Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:02.000Z,
recUgxqUikiFmQhUQ,2025-01-28T07:46:01.000Z,Economic Diversification Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:01.000Z,
recUrANIhkTekrKtU,2025-01-28T07:45:41.000Z,Invasive Species Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-01-28T07:45:41.000Z,
recV0O3DSpZ3X4IP5,2025-01-28T07:45:48.000Z,Mental Health Support Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-01-28T07:45:48.000Z,
recV1Ft0osjOqoZwv,2025-01-28T07:45:49.000Z,Water-Efficient Irrigation,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:49.000Z,
recW3FIItQoNf1BdV,2025-01-28T07:45:58.000Z,Policy Analysis Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:58.000Z,
recWXFdTucdpUHVMX,2025-01-28T07:45:42.000Z,Drainage Management Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Stormwater Master Plan (SWMP) Modeling"",""Smart Technology for Wet Weather Flow Management"",""GIS Mapping of Storm Water Drainage Network"",""GIS and GPS-based Sewage Network Mapping"",""Real-time monitoring and GIS systems in sewage disposal"",""Real-Time Monitoring System for Combined Sewer Overflows"",""Sewer Manhole Sensors""]"
recWov30EpbgkzPBl,2025-01-28T07:45:58.000Z,Risk Visualization Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Geospatial Tool for Climate Risk Tracking"",""Up-to-date and Accessible Maps"",""Geospatial Data Visualization with StoryMaps and ArcGIS Dashboards"",""Risk Information System""]"
recXBWQ24uOmcek8E,2025-01-28T07:45:46.000Z,Climate-Health Impact Assessment,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Health and Exposure Studies""]"
recXCFsu4B7Eilbkw,2025-01-28T07:45:44.000Z,Aquifer Recharge Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-01-28T07:45:44.000Z,
recXH1IPUUhQTqQrV,2025-01-28T07:46:01.000Z,Market Adaptation Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:01.000Z,
recXcYlvGPrhVxlju,2025-01-28T07:45:41.000Z,Wildlife Corridor Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-01-28T07:45:41.000Z,
recYjt9u3e2U7gdtD,2025-01-28T07:45:51.000Z,Distribution Network Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:51.000Z,
recZfvhnM8kI6fL4f,2025-01-28T07:45:57.000Z,Capacity Assessment Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:57.000Z,
reca49mtI7eOv4uYZ,2025-01-28T07:45:40.000Z,Permeable Surface Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-01-28T07:45:40.000Z,
recaYD5EJpQqNeFXn,2025-01-28T07:45:55.000Z,Cultural Heritage Protection,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Augmented Reality for Public Art""]"
recbM0jpqPGUyVxk3,2025-01-28T07:45:35.000Z,Infrastructure Digital Twin Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-02-09T21:43:29.000Z,"[""DotMaps Infrastructure Coordination Platform"",""Technological Pilot Project for Digital Infrastructure"",""Dynamic Building Lifecycle Database"",""Critical Infrastructure Resilience Platform"",""Facility and Infrastructure Sensors"",""Big-data analysis system for facility management"",""Real-time Monitoring Center"",""Big-data Forecast System for Aging Infrastructure"",""BIM-based Management System for Bridge Facilities"",""Big-data analysis for infrastructure evaluation"",""Unique IDs-linked building passports"",""BIM-based Urban Building Emissions Monitoring""]"
recbsaD38KFw9ZZFu,2025-01-28T07:45:59.000Z,Financial Risk Assessment,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:45:59.000Z,
